1,1,2,2,1,0.920284,6,6749
1,0,4,5,1,0.393589,10,6749
1,0,4,3,1,0.468662,7,6749
1,0,4,1,0,0.513953,5,6749
1,0,4,3,1,0.541265,9,6749
2,1,4,3,1,0.777844,8,6749
2,1,4,2,2,0.828617,7,6749
2,1,4,1,0,0.797402,8,6749
2,1,4,3,1,0.774930,7,6749
2,0,2,4,4,0.890799,6,6749
2,0,2,3,0,0.898800,7,6749
2,0,4,0,0,0.679804,8,6749
2,0,4,2,1,0.663111,9,6749
2,0,4,2,0,0.421939,6,6749
2,0,4,3,3,0.618166,7,6749
1,1,2,0,0,0.995999,0,6749
1,1,2,0,0,0.999407,0,6749
1,0,2,1,0,0.643651,1,6749
1,0,2,1,1,0.728701,1,6749
1,0,4,1,0,0.558552,7,6749
1,0,4,1,0,0.546155,6,6749
1,0,4,3,2,0.509755,8,6749
1,0,4,1,1,0.591742,4,6749
1,1,4,0,0,0.682916,3,6749
1,1,4,1,1,0.572974,5,6749
1,1,4,0,0,0.577271,4,6749
1,1,4,1,1,0.650961,4,6749
1,0,4,3,2,0.639206,5,6749
1,0,4,0,0,0.668148,8,6749
1,0,4,0,0,0.594063,6,6749
1,0,4,5,3,0.587643,6,6749
1,0,2,6,3,0.844421,7,6749
1,0,2,1,1,0.816269,5,6749
2,0,2,0,0,0.823678,7,6749
2,0,2,8,4,0.864276,8,6749
2,1,4,2,2,0.795180,12,6749
2,1,4,2,2,0.844619,12,6749
2,1,4,3,2,0.799427,12,6749
2,1,4,2,2,0.845261,10,6749
2,0,4,1,1,0.704993,8,6749
2,0,4,1,1,0.716600,7,6749
2,0,4,4,2,0.557860,7,6749
2,0,4,3,3,0.583543,6,6749
2,0,2,8,5,0.710476,11,6749
2,0,2,2,2,0.691954,9,6749
2,1,4,2,2,0.692103,10,6749
2,1,4,2,2,0.673828,8,6749
2,1,4,0,0,0.594261,6,6749
2,1,4,4,4,0.669581,9,6749
2,0,2,2,1,0.845755,8,6749
2,0,2,7,5,0.855830,9,6749
1,1,2,4,2,0.693436,9,6749
1,1,2,6,3,0.689584,10,6749
2,1,2,6,5,0.901911,10,6749
2,1,2,3,2,0.901319,7,6749
2,0,2,7,4,0.699363,8,6749
2,0,2,5,1,0.688546,12,6749
2,0,4,2,2,0.645281,6,6749
2,0,4,2,1,0.557317,8,6749
2,0,4,5,3,0.626117,12,6749
2,0,4,2,2,0.615746,8,6749
2,1,2,5,4,0.791969,7,6749
2,1,2,3,1,0.790339,7,6749
2,1,4,3,2,0.804020,7,6749
2,1,4,1,1,0.867832,7,6749
2,1,4,1,1,0.872426,8,6749
2,1,4,3,3,0.878599,6,6749
0,0,4,4,1,0.628044,8,6749
0,0,4,1,1,0.655406,9,6749
0,0,4,3,1,0.636440,9,6749
0,0,4,4,3,0.680545,10,6749
0,1,4,1,1,0.698474,7,6749
0,1,4,4,1,0.696992,9,6749
0,1,4,3,3,0.686521,9,6749
0,1,4,2,2,0.740258,7,6749
0,1,2,5,4,0.819381,9,6749
0,1,2,5,4,0.826345,11,6749
1,1,4,2,1,0.785252,13,6749
1,1,4,7,5,0.729935,13,6749
1,1,4,2,2,0.715020,10,6749
1,1,4,3,1,0.731763,9,6749
1,0,2,8,3,0.740554,12,6749
1,0,2,3,2,0.714476,9,6749
1,1,4,2,1,0.688349,11,6749
1,1,4,2,1,0.497358,8,6749
1,1,4,1,1,0.698573,9,6749
1,1,4,5,5,0.675557,7,6749
1,0,2,9,5,0.687806,12,6749
1,0,2,6,3,0.692695,13,6749
1,0,4,2,1,0.738085,7,6749
1,0,4,2,0,0.658962,6,6749
1,0,4,3,0,0.673631,6,6749
1,0,4,0,0,0.639897,3,6749
1,1,4,4,3,0.684694,16,6749
1,1,4,4,3,0.721144,16,6749
1,1,4,5,1,0.659011,11,6749
1,1,4,8,7,0.715513,16,6749
1,1,2,4,2,0.695362,8,6749
1,1,2,8,4,0.721440,11,6749
1,0,2,4,2,0.883835,8,6749
1,0,2,6,2,0.886946,10,6749
1,0,4,0,0,0.556675,6,6749
1,0,4,3,2,0.575443,6,6749
1,0,4,4,2,0.575048,6,6749
1,0,4,2,1,0.630316,6,6749
1,0,4,5,2,0.513706,12,6749
1,0,4,2,1,0.509310,7,6749
1,0,4,4,2,0.529017,11,6749
1,0,4,1,0,0.516620,9,6749
1,0,2,4,2,0.690176,6,6749
1,0,2,4,2,0.689880,6,6749
1,1,2,10,3,0.670322,12,6749
1,1,2,3,1,0.668247,10,6749
0,0,2,5,1,0.695066,8,6749
0,0,2,3,2,0.672840,6,6749
0,0,2,6,4,0.835531,6,6749
0,0,2,2,0,0.842051,7,6749
0,0,4,4,2,0.623401,9,6749
0,0,4,4,1,0.675853,13,6749
0,0,4,1,0,0.632785,7,6749
0,0,4,2,1,0.641577,10,6749
1,0,4,5,1,0.455722,7,6749
1,0,4,1,1,0.567393,7,6749
1,0,4,2,1,0.468810,7,6749
1,0,4,4,1,0.518694,9,6749
2,1,2,5,3,0.745888,6,6749
2,1,2,3,0,0.750778,8,6749
2,1,4,4,1,0.632588,6,6749
2,1,4,4,2,0.575344,8,6749
2,1,4,3,2,0.655455,8,6749
2,1,4,3,0,0.581716,7,6749
2,0,4,0,0,0.300094,4,6749
2,0,4,3,3,0.503680,9,6749
2,0,4,5,2,0.380896,6,6749
2,0,4,3,2,0.511039,8,6749
2,0,4,4,2,0.460266,8,6749
2,0,4,1,1,0.512471,9,6749
2,0,4,0,0,0.480022,7,6749
2,0,4,5,4,0.458389,6,6749
2,1,2,6,5,0.900430,6,6749
2,1,2,0,0,0.891984,6,6749
2,0,2,6,2,0.722626,11,6749
2,0,2,5,3,0.729738,7,6749
1,1,2,3,2,0.542895,4,6749
1,1,2,5,0,0.578752,9,6749
0,0,4,2,1,0.542796,9,6749
0,0,4,3,3,0.649479,12,6749
0,0,4,5,5,0.627846,9,6749
0,0,4,5,5,0.631699,14,6749
0,0,2,18,8,0.608238,23,6749
0,0,2,9,1,0.530004,16,6749
0,1,4,5,4,0.782042,9,6749
0,1,4,2,2,0.772707,11,6749
0,1,4,1,0,0.777053,9,6749
0,1,4,5,4,0.754976,10,6749
0,1,2,1,1,0.855979,9,6749
0,1,2,9,8,0.861165,10,6749
0,1,4,0,0,0.554403,6,6749
0,1,4,1,0,0.660493,9,6749
0,1,4,5,3,0.629377,9,6749
0,1,4,6,4,0.591297,10,6749
0,1,2,7,6,0.899244,11,6749
0,1,2,4,3,0.882057,10,6749
0,0,2,0,0,0.146688,0,6749
0,0,2,4,0,0.150689,4,6749
0,0,4,0,0,0.475330,7,6749
0,0,4,1,1,0.526399,9,6749
0,0,4,8,2,0.472959,14,6749
0,0,4,4,3,0.509211,13,6749
0,1,4,2,1,0.712007,12,6749
0,1,4,4,4,0.767768,11,6749
0,1,4,3,0,0.662913,14,6749
0,1,4,5,5,0.772510,10,6749
0,1,2,4,2,0.738924,8,6749
0,1,2,3,2,0.738924,8,6749
0,1,4,3,1,0.775275,9,6749
0,1,4,1,0,0.734973,8,6749
0,1,4,2,2,0.780659,7,6749
0,1,4,3,3,0.813454,6,6749
0,0,2,0,0,0.639947,6,6749
0,0,2,5,1,0.696696,6,6749
0,0,2,7,2,0.594903,10,6749
0,0,2,2,1,0.601867,7,6749
2,1,4,2,0,0.680298,12,6749
2,1,4,7,7,0.639403,9,6749
2,1,4,3,1,0.721737,10,6749
2,1,4,1,0,0.706080,9,6749
0,1,2,8,5,0.818047,13,6749
0,1,2,6,4,0.778486,12,6749
0,1,4,3,3,0.776461,6,6749
0,1,4,0,0,0.752704,5,6749
0,1,4,3,2,0.789154,7,6749
0,1,4,2,0,0.663703,5,6749
0,1,2,4,1,0.741740,9,6749
0,1,2,6,4,0.755075,7,6749
0,0,4,1,0,0.550007,4,6749
0,0,4,2,1,0.584432,4,6749
0,0,4,1,0,0.565368,4,6749
0,0,4,2,0,0.381390,4,6749
0,0,4,8,7,0.435571,20,6749
0,0,4,7,4,0.523238,21,6749
0,0,4,4,4,0.575493,20,6749
0,0,4,3,3,0.597718,7,6749
0,1,4,0,0,0.525115,7,6749
0,1,4,4,3,0.481602,7,6749
0,1,4,3,1,0.466588,8,6749
0,1,4,3,1,0.298810,8,6749
0,1,2,1,0,0.830938,8,6749
0,1,2,7,5,0.874500,7,6749
0,0,2,5,1,0.793155,6,6749
0,0,2,1,0,0.756112,4,6749
0,0,4,2,2,0.632637,13,6749
0,0,4,2,1,0.596138,7,6749
0,0,4,5,3,0.581864,10,6749
0,0,4,1,0,0.550551,7,6749
